joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20,joint_vel_21,joint_vel_22,joint_vel_23,joint_vel_24,joint_vel_25,joint_vel_26,joint_vel_27,joint_vel_28
1.080889,-1.541921,-0.483873,-0.165121,0.027194,0.071011,0.130552,-0.964255,-0.140922,-0.413564,-0.804127,-0.000293,0.000339,-0.327782,0.950035,-0.000006,0.000000,-0.296178,0.240294,-0.029481,-0.000125,0.000045,-0.000035,-0.000004,0.000003,-0.000002,0.000002,0.000017,-0.000006
0.962080,-1.451773,-0.435197,-0.148257,-0.033926,0.115143,-0.013409,-1.021452,-0.168257,-0.391441,-1.376620,-0.000241,0.000316,-0.077515,1.248569,-0.000007,0.000000,-0.281060,0.115549,-0.032339,0.001455,0.000050,-0.000019,-0.000003,0.000003,0.000000,0.000003,0.000015,0.000003
0.974823,-1.528609,-0.407653,-0.116612,-0.165238,0.096858,-0.281691,-0.934622,-0.086616,-0.315704,-1.440311,-0.000285,0.000212,0.105964,1.544091,-0.000006,-0.000003,-0.332383,-0.079035,-0.036761,0.003472,0.000045,-0.000014,0.000000,0.000003,-0.000002,0.000003,0.000008,0.000010
1.091450,-1.584528,-0.374957,0.024332,-0.184573,0.096112,-0.339830,-0.738202,-0.031693,-0.192190,-1.293363,-0.000242,0.000149,0.154178,1.827688,-0.000003,-0.000004,-0.506053,-0.300646,-0.037199,0.004553,0.000040,-0.000019,0.000002,0.000003,-0.000002,0.000003,-0.000005,0.000019
1.133384,-1.394841,-0.309964,0.191106,0.014518,0.185276,-0.157133,-0.495793,-0.120386,-0.049316,-1.159798,-0.000018,0.000303,0.061396,2.086644,-0.000005,-0.000002,-0.599574,-0.324572,-0.033297,0.008666,0.000045,-0.000030,0.000000,0.000003,0.000002,0.000003,-0.000010,0.000027
1.116235,-1.033385,-0.261279,0.166053,0.222474,0.249827,-0.093538,-0.279460,-0.252546,0.022439,-1.228365,0.000291,0.000506,-0.307005,1.839474,-0.000005,-0.000002,-0.460108,-0.416895,-0.028213,0.009772,0.000035,-0.000041,0.000001,0.000003,0.000002,0.000002,-0.000018,0.000028
1.171743,-0.724156,-0.273161,0.044449,0.396654,0.278228,-0.248777,-0.156295,-0.383780,0.053710,-1.449896,0.000529,0.000649,-1.083290,1.031509,-0.000003,-0.000003,-0.280801,-0.696333,-0.024021,0.005961,0.000017,-0.000040,0.000001,0.000003,0.000000,0.000000,-0.000021,0.000024
1.183951,-0.497014,-0.271654,-0.018848,0.478764,0.311052,-0.350968,-0.232894,-0.499483,0.079781,-1.626597,0.000672,0.000758,-1.758310,0.405196,-0.000006,-0.000002,-0.133134,-0.793044,-0.019945,0.005871,0.000014,-0.000027,0.000000,0.000003,0.000000,0.000000,-0.000015,0.000018
1.142994,-0.337184,-0.270098,-0.039148,0.385328,0.288589,-0.366497,-0.450529,-0.535374,0.085613,-1.548358,0.000605,0.000707,-1.920377,0.079317,-0.000007,-0.000002,0.000196,-0.773780,-0.014700,0.006541,0.000018,-0.000014,0.000002,0.000002,0.000000,0.000000,-0.000009,0.000017
1.116020,-0.377549,-0.326896,-0.037050,0.090495,0.161904,-0.404650,-0.669528,-0.410857,0.081588,-1.179862,0.000240,0.000447,-1.621484,-0.117108,-0.000005,-0.000003,0.078544,-0.723001,-0.007731,0.003545,0.000024,-0.000002,0.000002,-0.000002,-0.000002,0.000000,0.000001,0.000017
1.081124,-0.555867,-0.417656,-0.009242,-0.369341,-0.037301,-0.431365,-0.946491,-0.176233,0.065272,-0.584093,-0.000353,0.000027,-0.939850,-0.168394,-0.000003,-0.000003,0.119448,-0.610658,0.000507,-0.001078,0.000036,0.000012,0.000002,-0.000003,-0.000002,0.000002,0.000018,0.000018
1.061696,-0.679513,-0.471527,0.011089,-0.640509,-0.155034,-0.441864,-1.099463,-0.031395,0.054042,-0.229390,-0.000705,-0.000222,-0.503347,-0.157751,-0.000003,-0.000003,0.130539,-0.539094,0.004944,-0.003795,0.000042,0.000018,0.000003,-0.000003,0.000000,0.000003,0.000027,0.000021
